rxn00001	diphosphate phosphohydrolase
rxn00469	N2-Acetyl-L-ornithine amidohydrolase
rxn00470	L-ornithine carboxy-lyase (putrescine-forming)
rxn00471	L-ornithine ammonia-lyase (cyclizing; L-proline-forming)
rxn00472	ornithine racemase
rxn00473	L-tryptophan indole-lyase (deaminating; pyruvate-forming)
rxn00474	L-serine hydro-lyase (adding indole; L-tryptophan-forming)
rxn00475	L-Tryptophan:NAD+ oxidoreductase (deaminating)
rxn00476	L-Tryptophan:NADP+ oxidoreductase (deaminating)
rxn00477	L-Tryptophan:oxygen oxidoreductase (deaminating)
rxn00478	L-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
rxn00479	L-tryptophan:oxygen 2-oxidoreductase (decarboxylating)
rxn00480	L-Tryptophan:oxygen 2'-oxidoreductase (side-chain-cleaving)
rxn00481	L-Tryptophanamide amidohydrolase
rxn00482	S-Adenosyl-L-methionine:L-tryptophan N-methyltransferase
rxn00483	L-Tryptophan:2-oxoglutarate aminotransferase
rxn00484	L-Tryptophan decarboxy-lyase
rxn00485	L-Phenylalanine racemase (ATP-hydrolysing)
rxn00486	ATP:L-phenylalanine adenylyltransferase
rxn00487	L-phenylalanine:NAD+ oxidoreductase (deaminating)
rxn00488	L-Phenylalanine:oxygen oxidoreductase (deaminating)
rxn00489	L-Phenylalanine:oxygen 2-oxidoreductase (decarboxylating)
rxn00490	L-arogenate hydro-lyase (decarboxylating; L-phenylalanine-forming)
rxn00491	L-phenylalanine:pyruvate aminotransferase
rxn00492	Acetyl-CoA:L-phenylalanine N-acetyltransferase
rxn00493	L-Phenylalanine:2-oxoglutarate aminotransferase
rxn00494	L-Aspartate:phenylpyruvate aminotransferase
rxn00495	L-phenylalanine ammonia-lyase (trans-cinnamate-forming)
rxn00496	peroxidase, putative
rxn00497	L-phenylalanine carboxy-lyase (phenylethylamine-forming)
rxn00498	farnesyl-diphosphate:farnesyl-diphosphate farnesyltransferase
rxn00499	(S)-Lactate:NAD+ oxidoreductase
rxn00500	(R)-Lactate:NAD+ oxidoreductase
rxn00501	3-Oxopropanoate:NAD+ oxidoreductase (decarboxylating, CoA-acetylating)
rxn00502	3-Oxopropanoate:NADP+ oxidoreductase (decarboxylating, CoA-acetylating)
rxn00503	(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase
rxn00504	(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase
rxn00505	Isocitrate:NAD+ oxidoreductase (decarboxylating)
rxn00506	Acetaldehyde:NAD+ oxidoreductase
rxn00507	Acetaldehyde:NADP+ oxidoreductase
rxn00508	Succinate-semialdehyde:NAD+ oxidoreductase
rxn00509	Succinate-semialdehyde:NADP+ oxidoreductase
rxn00510	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)
rxn00511	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase (L-lysine-forming)
rxn00512	Glycolate:NAD+ oxidoreductase
rxn00513	ITP phosphohydrolase
rxn00514	Inosine 5'-triphosphate pyrophosphohydrolase
rxn00515	ATP:IDP phosphotransferase
rxn00516	Inosine 5'-tetraphosphate phosphohydrolase
rxn00517	ITP:pyruvate 2-O-phosphotransferase
rxn00518	ITP:D-glucose 6-phosphotransferase
rxn00519	ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming)
rxn00520	Succinate:CoA ligase (IDP-forming)
rxn00521	L-tyrosine phenol-lyase (deaminating; pyruvate-forming)
rxn00522	L-Tyrosine:oxygen oxidoreductase (deaminating)
rxn00523	L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating)
rxn00524	L-Tyrosine:oxygen oxidoreductase
rxn00525	L-arogenate:NAD+ oxidoreductase
rxn00526	L-arogenate:NADP+ oxidoreductase
rxn00527	L-tyrosine:2-oxoglutarate aminotransferase
rxn00528	L-Tyrosine:L-arginine ligase (AMP-forming)
rxn00529	L-tyrosine carboxy-lyase (tyramine-forming)
rxn00530	L-tyrosine ammonia-lyase (trans-p-hydroxycinnamate-forming)
rxn00531	L-Tyrosine 2,3-aminomutase
rxn00532	3-oxopropanoate:NADP+ oxidoreductase (CoA-malonylating)
rxn00533	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)
rxn00534	Acetyl-CoA:malonate CoA-transferase
rxn00535	rxn00535
rxn00536	Ethanol:NADP+ oxidoreductase
rxn00537	2-Phosphonoacetaldehyde phosphonohydrolase
rxn00538	ethanolamine-phosphate phosphate-lyase (deaminating; acetaldehyde-forming)
rxn00539	ethanolamine ammonia-lyase (acetaldehyde-forming)
rxn00540	4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming)
rxn00541	L-threonine acetaldehyde-lyase (glycine-forming)
rxn00542	(S)-lactate acetaldehyde-lyase (formate-forming)
rxn00543	ethanol:NAD+ oxidoreductase
rxn00544	R00755
rxn00545	ATP:D-fructose-6-phosphate 1-phosphotransferase
rxn00546	D-Mannitol-1-phosphate:NAD+ 5-oxidoreductase
rxn00547	ATP:D-fructose 6-phosphotransferase
rxn00548	D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)
rxn00549	D-Fructose-1,6-bisphosphate 1-phosphohydrolase
rxn00550	beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase
rxn00551	diphosphate:D-fructose-6-phosphate 1-phosphotransferase
rxn00552	D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)
rxn00553	UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase
rxn00554	CTP:D-fructose-6-phosphate 1-phosphotransferase
rxn00555	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)
rxn00556	UTP:D-fructose-6-phosphate 1-phosphotransferase
rxn00557	ITP:D-fructose-6-phosphate 1-phosphotransferase
rxn00558	D-glucose-6-phosphate aldose-ketose-isomerase
rxn00559	D-mannose-6-phosphate aldose-ketose-isomerase
rxn00560	Urea:carbon-dioxide ligase (ADP-forming)
rxn00561	Guanidinoacetate amidohydrolase
rxn00562	(S)-ureidoglycolate urea-lyase (glyoxylate-forming)
rxn00563	N-Amidino-L-aspartate amidinohydrolase
rxn00564	urea hydro-lyase (cyanamide-forming)
rxn00565	Sulfur:oxygen oxidoreductase
rxn00566	L-Cysteine hydrogen-sulfide-lyase (deaminating; pyruvate-forming)
rxn00567	nitric-oxide:ferricytochrome-c oxidoreductase
rxn00568	NIRBD-RXN.c
rxn00569	Nitrite reductase (NAD(P)H)
rxn00570	Hydroxylamine:oxygen oxidoreductase
rxn00571	nitrite:NAD+ oxidoreductase
rxn00572	nitrite:NADP+ oxidoreductase
rxn00573	Nitroethane:oxygen oxidoreductase
rxn00574	rxn00574
rxn00575	sucrose glucohydrolase
rxn00577	sucrose:phosphate alpha-D-glucosyltransferase
rxn00578	sucrose-6F-phosphate phosphohydrolase
rxn00579	UDP-glucose:D-fructose 2-alpha-D-glucosyltransferase
rxn00580	Sucrose:(acceptor) 3-oxidoreductase
rxn00581	UDP-galactose:sucrose 6F-alpha-D-galactosyltransferase
rxn00582	Sucrose glucosylmutase
rxn00583	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase
rxn00584	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase (decarboxylating)
rxn00585	trans-1,2-dihydrobenzene-1,2-diol:NADP+ oxidoreductase
rxn00586	phenol,NADPH:oxogen oxidoreductase (2-hydroxylating)
rxn00587	Catechol:oxygen 2,3-oxidoreductase (decyclizing)
rxn00588	Catechol:oxygen 1,2-oxidoreductase(decyclizing)
rxn00589	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating, decarboxylating)
rxn00590	Benzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating,
rxn00591	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate:NAD+ oxidoreductase
rxn00592	2,3-dihydroxybenzoate carboxy-lyase
rxn00593	3,4-dihydroxybenzoate carboxy-lyase (catechol-forming)
rxn00594	Anthranilate,NADH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)
rxn00595	Anthranilate,NADPH:oxygen oxidoreductase (1,2-hydroxylating, deaminating, decarboxylating)
rxn00596	S-Adenosyl-L-methionine:catechol O-methyltransferase
rxn00597	nitrophenol oxygenase
rxn00598	Succinyl-CoA:acetyl-CoA C-acyltransferase
rxn00599	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)
rxn00600	Succinyl-CoA:glycine C-succinyl-transferase(decarboxylating)
rxn00601	succinyl-CoA:L-arginine N2-succinyltransferase
rxn00602	(R)-Methylmalonyl-CoA CoA-carbonylmutase
rxn00603	D-Sorbitol 6-phosphate:NADP+ 1-oxidoreductase
rxn00604	D-glucose-6-phosphate:NADP+ 1-oxidoreductase
rxn00605	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase
rxn00606	alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase
rxn00607	Maltose-6'-phosphate 6-phosphoglucohydrolase
rxn00608	6-phospho-beta-D-glucosyl-(1->4)-D-glucose 6-phosphoglucohydrolase
rxn00609	myo-Inositol-1-phosphate synthase
rxn00610	sn-glycerol-3-phosphate phosphohydrolase
rxn00611	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase
rxn00612	sn-Glycerol-3-phosphate:NADP+ 2-oxidoreductase
rxn00613	sn-glycerol-3-phosphate:NADP+ 1-oxidoreductase
rxn00614	sn-Glycerol-3-phosphate:oxygen 2-oxidoreductase
rxn00615	ATP:glycerol 3-phosphotransferase
rxn00616	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase
rxn00617	sn-Glycerol-3-phosphate:D-glucose 6-phosphotransferase
rxn00618	UDP-galactose:sn-glycerol-3-phosphate 2-alpha-D-galactosyltransferase
rxn00619	UDP-galactose:sn-glycerol-3-phosphate 1-alpha-D-galactosyltransferase
rxn00620	CDPglycerol phosphoglycerohydrolase
rxn00621	CTP:sn-glycerol-3-phosphate cytidylyltransferase
rxn00622	Glycerophosphodiester glycerophosphohydrolase
rxn00623	hydrogen-sulfide:NADP+ oxidoreductase
rxn00624	3-Sulfino-L-alanine 4-carboxy-lyase
rxn00625	R00864
rxn00626	D-Mannitol:ferricytochrome-c 2-oxidoreductase
rxn00627	ATP:D-fructose 1-phosphotransferase
rxn00629	D-Mannitol:NAD+ 2-oxidoreductase
rxn00630	D-Mannitol:NADP+ 2-oxidoreductase
rxn00631	D-Fructose:NADP+ 5-oxidoreductase
rxn00632	D-Fructose 2-phosphate phosphatase
rxn00633	D-Glucose:D-fructose oxidoreductase
rxn00634	D-Glucitol:NAD+ 2-oxidoreductase
rxn00635	ITP:D-fructose 6-phosphotransferase
rxn00636	D-mannose aldose-ketose-isomerase
rxn00638	GDP-D-mannose:NAD+ 6-oxidoreductase
rxn00639	GDP-mannose mannophosphohydrolase
rxn00640	GDP:D-mannose-1-phosphate guanylyltransferase
rxn00641	GTP:alpha-D-mannose-1-phosphate guanylyltransferase
rxn00642	GDP-mannose 4,6-hydro-lyase (GDP-4-dehydro-6-deoxy-D-mannose-forming)
rxn00643	GDP-mannose 3,5-epimerase
rxn00644	L-cysteine:NAD+ oxidoreductase
rxn00645	L-Cysteine:oxygen oxidoreductase
rxn00646	L-glutamate:L-cysteine gamma-ligase (ADP-forming)
rxn00647	L-Cysteine:2-oxoglutarate aminotransferase
rxn00649	O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase
rxn00650	L-cysteinylglycine dipeptidase
rxn00651	L-cysteine hydrogen-sulfide-lyase (adding sulfite; L-cysteate-forming)
rxn00652	2-Amino-3-mercaptopropionic acid racemase
rxn00653	3-aminopropanal:NAD+ oxidoreductase
rxn00654	N-Carbamoyl-beta-alanine amidohydrolase
rxn00655	N-(D-1-carboxyethyl)-beta-alanine:NAD+ oxidoreductase (beta-alanine-forming)
rxn00656	L-Alanine:3-oxopropanoate aminotransferase
rxn00657	beta-alanine:2-oxoglutarate aminotransferase
rxn00658	N-Acetyl-beta-alanine amidohydrolase
rxn00659	L-lysine:beta-alanine ligase (AMP-forming)
rxn00660	beta-Alanyl-L-lysine hydrolase
rxn00661	L-arginine:beta-alanine ligase (AMP-forming)
rxn00662	3-Guanidinopropanoate amidinopropionase
rxn00663	rxn00663
rxn00664	R00915
rxn00665	R00916
rxn00666	rxn00666
rxn00667	Malonyl-CoA:propionyl-CoA malonyltransfersase (cyclizing)
rxn00668	propanoyl-CoA:NADP+ 2-oxidoreductase
rxn00669	Propanoate:CoA ligase (ADP-forming)
rxn00670	propanoyl-CoA:phosphate propanoyltransferase
rxn00671	2-Methyl-3-oxopropanoate:NAD+ oxidoreductase (CoA-propanoylating)
rxn00672	(S)-methylmalonyl-CoA carboxy-lyase (propanoyl-CoA-forming)
rxn00673	Propanoyl-CoA:(acceptor) 2,3-oxidoreductase
rxn00674	Propanoate:CoA ligase (AMP-forming)
rxn00675	Propionyladenylate:CoA propionyltransferase
rxn00676	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase
rxn00677	Acetyl-CoA:propanoate CoA-transferase
rxn00678	(S)-2-Methyl-3-oxopropanoyl-CoA:pyruvate carboxyltransferase
rxn00679	propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)
rxn00680	propanoyl-CoA:glyoxylate C-propanoyltransferase (thioester-hydrolysing, 2-carboxyethyl-forming)
rxn00681	rxn00681
rxn00682	L-erythro-3-Methylmalyl-CoA glyoxylate-lyase (propanoyl-CoA-forming)
rxn00684	5,6,7,8-tetrahydrofolate:NAD+ oxidoreductase
rxn00685	bifunctional dihydrofolate reductase-thymidylate synthase 1 / DHFR-TS (THY-1)
rxn00686	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase
rxn00687	R_5_6_7_8_Tetrahydrofolate_NADP__oxidoreductase
rxn00688	10-formyltetrahydrofolate:NADP+ oxidoreductase
rxn00689	Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)
rxn00690	Formate:tetrahydrofolate ligase (ADP-forming)
rxn00691	10-Formyltetrahydrofolate amidohydrolase
rxn00692	5,10-Methylenetetrahydrofolate:glycine hydroxymethyltransferase
rxn00693	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase
rxn00695	ATP:alpha-D-glucose-1-phosphate adenylyltransferase
rxn00696	ATP:D-glucose-1-phosphate 6-phosphotransferase
rxn00697	ADP-glucose Glucose-1-phosphohydrolase
rxn00698	cellobiose:phosphate alpha-D-glucosyltransferase
rxn00699	3-beta-D-glucosyl-D-glucose:phosphate alpha-D-glucosyltransferase
rxn00700	GTP:alpha-D-glucose-1-phosphate guanylyltransferase
rxn00701	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase
rxn00702	CTP:alpha-D-glucose-1-phosphate cytidylyltransferase
rxn00703	alpha-D-Glucose-1-phosphate:alpha-D-glucose-1-phosphate 4-alpha-D-glucosyltransferase (dephosphorylating)
rxn00704	alpha-D-Glucose 1-phosphate 1,6-phosphomutase
rxn00705	D-Glucose-1-phosphate:D-glucose-1-phosphate 6-phosphotransferase
rxn00706	IDP phosphohydrolase
rxn00707	ITP:cytidine 5'-phosphotransferase
rxn00708	Uridine 5'-monophosphate phosphohydrolase
rxn00709	ATP:uridine 5'-phosphotransferase
rxn00710	orotidine-5'-phosphate carboxy-lyase (UMP-forming)
rxn00711	UMP:diphosphate phospho-alpha-D-ribosyltransferase
rxn00712	UTP:uridine 5'-phosphotransferase
rxn00713	GTP:uridine 5'-phosphotransferase
rxn00714	P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase
rxn00715	ITP:uridine 5'-phosphotransferase
rxn00716	uracil-5-carboxylate carboxy-lyase (uracil-forming)
rxn00717	Cytosine aminohydrolase
rxn00718	5,6-Dihydrouracil:oxygen oxidoreductase
rxn00719	5,6-Dihydrouracil:NAD+ oxidoreductase
rxn00720	5,6-Dihydrouracil:NADP+ oxidoreductase
rxn00721	ATP:anthranilate N-adenylyltransferase
rxn00722	Anthranilate,NADPH:oxygen oxidoreductase (3-hydroxylating, deaminating)
rxn00723	Anthranilate:CoA ligase (AMP-forming)
rxn00724	2,3-Dihydroxyindole:oxygen 2,3-oxidoreductase (decyclizing)
rxn00725	S-Adenosyl-L-methionine:anthranilate N-methyltransferase
rxn00726	chorismate pyruvate-lyase (amino-accepting; anthranilate-forming)
rxn00727	Chorismate pyruvate-lyase (amino-accepting)
rxn00728	L-Kynurenine hydrolase
rxn00729	N-Formylanthranilate amidohydrolase
rxn00730	Malonyl-CoA:anthranilate N-malonyltransferase
rxn00731	2-Aminobenzoate carboxy-lyase
rxn00732	R00991
rxn00733	rxn00733
rxn00734	rxn00734
rxn00735	(2R,3S)-3-methylmalate:NAD+ oxidoreductase
rxn00736	methyloxaloacetate carboxy-lyase (2-oxobutanoate-forming)
rxn00737	L-threonine ammonia-lyase (2-oxobutanoate-forming)
rxn00738	1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing)
rxn00739	acetyl-CoA:2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)
rxn00740	O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming)
rxn00741	2-Hydroxybutyrate:NAD+ oxidoreductase
rxn00742	L-cystathionine cysteine-lyase (deaminating; 2-oxobutanoate-forming)
rxn00743	Glycerone phosphate phosphohydrolase
rxn00744	ATP:glycerone phosphotransferase
rxn00745	Phosphoenolpyruvate:glycerone phosphotransferase
rxn00746	erythrulose-1-phosphate formaldehyde-lyase (glycerone-phosphate-forming)
rxn00747	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
rxn00748	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)
rxn00749	acetaldehyde:pyrroloquinoline-quinone oxidoreductase
rxn00750	rxn00750
rxn00751	ATP:choline phosphotransferase
rxn00752	Choline:oxygen 1-oxidoreductase
rxn00753	Acetyl-CoA:choline O-acetyltransferase
rxn00754	Acetylcholine aectylhydrolase
rxn00755	3'-phosphoadenylyl-sulfate:choline sulfotransferase
rxn00756	Choline sulfate sulfohydrolase
rxn00757	Acylcholine acylhydrolase
rxn00758	sn-Glycero-3-phosphocholine glycerophosphohydrolase
rxn00759	3-Chloro-D-alanine chloride-lyase (deaminating)
rxn00760	rxn00760
rxn00761	2-Chlorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating,
rxn00762	glycerol:NAD+ 2-oxidoreductase
rxn00763	Glycerol:NAD+ oxidoreductase
rxn00764	glycerol:NADP+ 2-oxidoreductase (glycerone-forming)
rxn00765	Glycerol:NADP+ oxidoreductase
rxn00766	Glycerol-2-phosphate phosphohydrolase
rxn00767	diphosphate:glycerol 1-phosphotransferase
rxn00768	glycerol hydro-lyase (3-hydroxypropanal-forming)
rxn00769	Glycerol hydro-lyase
rxn00770	ATP:D-ribose-5-phosphate diphosphotransferase
rxn00771	ATP:D-ribose-5-phosphate 1-phosphotransferase
rxn00772	ATP:D-ribose 5-phosphotransferase
rxn00773	ADP:D-ribose-5-phosphate adenylyltransferase
rxn00774	Ribose-5-phosphate:ammonia ligase (ADP-forming)
rxn00775	ADP-ribose ribophosphohydrolase
rxn00776	uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming)
rxn00777	D-ribose-5-phosphate aldose-ketose-isomerase
rxn00778	D-Ribose 1,5-phosphomutase
rxn00779	D-glyceraldehyde 3-phosphate:NADP+ oxidoreductase
rxn00780	ATP:D-glyceraldehyde 3-phosphotransferase
rxn00781	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)
rxn00782	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)
rxn00783	2-dehydro-3-deoxy-D-galactonate-6-phosphate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)
rxn00784	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)
rxn00785	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase
rxn00786	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)
rxn00787	D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)
rxn00789	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase
rxn00790	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)
rxn00791	N-(5-Phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase
rxn00792	biotin:CoA ligase (AMP-forming)
rxn00793	biotin:CoA ligase (AMP-forming)
rxn00794	Biotin-amide amidohydrolase
rxn00795	N6-D-Biotinyl-L-lysine amidohydrolase
rxn00796	biotin synthase
rxn00797	Uridine ribohydrolase
rxn00798	D-ribose aldose-ketose-isomerase
rxn00799	(S)-malate hydro-lyase (fumarate-forming)
rxn00800	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)
rxn00801	3-fumarylpyruvate fumarylhydrolase
rxn00802	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)
rxn00803	Maleate cis-trans-isomerase
rxn00804	L-leucine:NAD+ oxidoreductase (deaminating)
rxn00805	Acetyl-CoA:L-leucine N-acetyltransferase
rxn00806	L-Leucine:2-oxoglutarate aminotransferase
rxn00807	(2S)-alpha-leucine 2,3-aminomutase
rxn00808	ATP:D-galactose 1-phosphotransferase
rxn00809	D-Galactose:NAD+ 1-oxidoreductase
rxn00810	D-Galactose:NAD+ 1-oxidoreductase
rxn00811	D-Galactose:NADP+ 1-oxidoreductase
rxn00812	D-Galactose:NADP+ 1-oxidoreductase
rxn00813	D-Galactose:NADP+ 1-oxidoreductase
rxn00814	D-Galactose:oxygen 6-oxidoreductase
rxn00815	D-Galactose:oxygen 6-oxidoreductase
rxn00816	Lactose galactohydrolase
rxn00817	melibiose galactohydrolase
rxn00818	Raffinose galactohydrolase
rxn00819	Galactosylglycerol galactohydrolase
rxn00820	Nitrite:(acceptor) oxidoreductase
rxn00821	glutathione:dehydroascorbate oxidoreductase
rxn00822	Glutathione:cystine oxidoreductase
rxn00824	coenzyme A:glutathione-disulfide oxidoreductase
rxn00826	Glutathione:L-cystine oxidoreductase
rxn00827	CTP:N-acetylneuraminate cytidylyltransferase
rxn00828	rxn00828
rxn00829	ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming)
rxn00830	Isopentenyl-diphosphate delta3-delta2-isomerase
rxn00831	Inosine 5'-monophosphate phosphohydrolase
rxn00832	IMP 1,2-hydrolase (decyclizing)
rxn00833	5'-Inosinate phosphoribohydrolase
rxn00834	IMP:NAD+ oxidoreductase
rxn00835	ATP:inosine 5'-phosphotransferase
rxn00836	IMP:diphosphate phospho-D-ribosyltransferase
rxn00837	inosine-5'-phosphate:NADP+ oxidoreductase (aminating)
rxn00838	IMP:L-aspartate ligase (GDP-forming)
rxn00839	ATP:dADP phosphotransferase
rxn00840	dATP:pyruvate 2-O-phosphotransferase
rxn00841	dATP:D-glucose 6-phosphotransferase
rxn00842	dATP:D-fructose 6-phosphotransferase
rxn00843	Methane,NADH:oxygen oxidoreductase (hydroxylating)
rxn00844	methane,NADPH:oxygen oxidoreductase (hydroxylating)
rxn00845	Oxaloacetate-4-methyl-ester oxaloacetohydrolase
rxn00846	Monomethyl-sulfate sulfohydrolase
rxn00847	rxn00847
rxn00848	Pyridoxamine-5'-phosphate:2-oxoglutarate aminotransferase
rxn00849	D-Alanine:2-oxoglutarate aminotransferase
rxn00850	L-Glutamine:D-alanine gamma-glutamyltransferase
rxn00851	D-alanine:D-alanine ligase (ADP-forming)
rxn00852	Putrescine:oxygen oxidoreductase (deaminating)
rxn00853	N-Carbamoylputrescine amidohydrolase
rxn00854	S-Adenosyl-L-methionine:putrescine N-methyltransferase
rxn00855	acetyl-CoA:putrescine N-acetyltransferase
rxn00856	putrescine:2-oxoglutarate aminotransferase
rxn00857	N-Acetylputrescine acetylhydrolase
rxn00858	Agmatine amidinohydrolase
rxn00859	L-Histidinol:NAD+ oxidoreductase
rxn00860	S-adenosyl-L-methionine:L-histidine N-methyltransferase
rxn00861	acetyl-CoA:L-histidine N-acetyltransferase
rxn00862	L-histidine:2-oxoglutarate aminotransferase
rxn00863	L-histidinal:NAD+ oxidoreductase
rxn00864	L-histidine:beta-alanine ligase (AMP-forming)
rxn00865	Nalpha-(beta-alanyl)-L-histidine hydrolase
rxn00866	L-histidine carboxy-lyase (histamine-forming)
rxn00867	L-histidine ammonia-lyase (urocanate-forming)
rxn00868	Butanoyl-CoA:(acceptor) 2,3-oxidoreductase
rxn00869	butanal:NAD+ oxidoreductase (CoA-acylating)
rxn00870	butanal:NADP+ oxidoreductase (CoA-acylating)
